Order_Date,Full_Date,Numeric_Date,Date_Uncertainty,Rel,Type,Size,Size_Val,Magnitude,Magnitude_Avg,Max_Intensity,Depth,Epi_X,Epi_Y,Region,Most_Damaged_Sites,Most_Damaged,MSRD_X,MSRD_Y,Tsunami,GII,Description,Historical_Reports,Ref,Evidence_Type,C_Damage,Max_Damage
111,749/Early 750,749.00000000,1,High,FM,5,Strong-Major,"M> 7 (Marco et al 2003); 7-7.5 (MIG: Migowsky et al 2004);  7.3 (BM: Ben-Menahem 1991); 7.3, 7.3 (Ben-Menahem 1979, 1981); less than 7 (Karcz 2004, Begin 2005); 7 < M < 7.5 (MGS)",7.20000000,NULL,NULL,NULL,NULL,C,Palestine,Palestine (A),35.20000000,32.39000000,1,1,"An event that occurred in 749 which can be reliably dated according to numismatic evidence found in the ruins of Bet-She’an (Schitopolis) by TSFO. The historical sources partly support this claim but add 1 or 2 additional possible events. The near-contemporary Byzantine chronicler Theophanes reports 3 events: (1) in 745/6 (6238, Alexandrian system) in Palestine, Syria and along the Jordan River (Theophanes, p. 585); (2) 748/9 (6241) in Syria and Mesopotamia (Theophanes, p. 589); and (3) 755/6 (6248) in Palestine and Syria (Theophanes, p. 594). Theophanes was most probably using primary sources but may have corrected their dates and fully dates two of the events. He may have also been confused, replacing damage that resulted in the first event with that of the second. Also, the severity of the second event as described is greater. The claim of more than one event is also supported by other sources (see GCT; AM; KA; KA2): (1) Syrian sources (e.g., Pseudo Dionysius that relies on contemporary accounts) and reports of events in 747 at Mabugg and Khabura and in 757;(2) 4 Arabic writers (al-Dhahabi, al-Suyuti, Mujir al-Din and al-Ulaimi) who also add damage to Al-Aqsa in 757, relating vast importance to its (second) destruction after being repaired following a previous event (could be of 746 or before). Nevertheless, the Arabic sources are secondary by far and tend to combine events. Other studies referencing a single event, such as MARG, ignore most of the mid-8th century reports of at least two destructive earthquakes. KA2 reinforces and notes that: (1) all single-event reports do not supply full date, i.e., day, month, year; (2) do not mention the ‘Feast of the Mary for the seeds’ holyday; and (3) mentions in Israel only Tiberias, Mt. Tabor and Jericho but not Jerusalem (in contradiction to Arab sources). KKW correlated rock falls with this earthquake at the north of Galilee; AM: The extent of damage, when referring to a single event (Cairo-Tiberias-Nicea-Khabura) is enormous and implies an earthquake that could hardly be generated by a geological strike-slip fault structure (as demonstrated in WECO). HNA dated an event in Qasr Tilah between 7th-10th century that could be associated to this event. Bikai 2002 and Eklund 2008 support this suggestion. The later concludes the terminal of Petra as a result of this event.","Near Contemporary Sources:  Theoph. 657;
Secondary Sources: al-Dhah. Tar. Islam.v. 39-40; al-Suyuti 17-19/9-10; al-Ulaimi, al-Uns. i. 237-238; Anastasius bibliothecarius; Cedren. 807,; 809/462A/ii.7; 463 Aii.9
; Denys of Tel Mahre (Chabot 1894; Chronicle, 72/63); Georg. Mon. 2.760; Great Chronographer; Ibn Tagri Birdi, al-Nujum al-zahira 1.311; Mekhitar Chronicle d' Airvange; Minor Chronicles; Mukadassi; Niceph. 62/64; Paulus Diaconus
Ps.Dion. 191/146; Sibt ibn al Jawzi; Tsafrir and Foerster (1992)",AM; GCT; KA2; MAR; MAR2; TSFO; WE; GII; AM4; WECO; BEG; HNA; KAG; KKW,Historical & Paleoseimic/Archaeoseimic,28,5
112,756 (757) Mar 9,756.00000000,1,Moderate,U,4,Strong,"6 (Moderate damage, personal jujdement)",6.00000000,NULL,NULL,NULL,NULL,C,Palestine,Palestine (A),35.20000000,32.39000000,0,1,See previus entry (749),"Near Contemporary Sources:
Theoph. 663
Secondary Sources: 
Abd el Rahman; al-Suyuti 17-19/9-10; Denys of Tel Mahre (Chabot 1894; Chronicle, 72/63); Ps.Dion. 191/146",AM; GCT; KA; KA2; SAL; SDM; GII; KAG,Historical & Paleoseimic/Archaeoseimic,8,3
131,973,973.00000000,1,Moderate,S,4,Strong,,NULL,NULL,NULL,NULL,NULL,N,al-Wasim,Al-Wasim (A),36.51000000,36.98000000,0,1,The event is unclear whereas the only contemporary source (Cedrenus) does not indicate earthquake damage. Other secondary sources rely on unknown sources (AM; GCT). GII refer to 972,"Near Contemporary: Cedrenus
Secondary: al-Antaki; al-Maqrizi; Ibn al-Dawadar; Ibn Shadad; Ibn al-Shihna; Ibn al-Athir; al-Suyuti",AM; GCT; SDM;,Historical,4,3
133,991 Apr 5 (night),991.00000000,-,Moderate,MA,4,Strong,,NULL,NULL,NULL,NULL,NULL,C-N,"Damascus, Baalbeck",Damascus,36.29000000,33.51000000,0,1,According to several independent secondary sources (AM; GCT; KA),Secondary Sources: Al-Antaki Tar. 173; al-Maqr. Ittiaz ii/273,AM; GCT; KA; SAL; SAL2; SDM; GII,Historical,3,4
138,1033 Dec 5 (night),1033.00000000,-,Very High,MA,5,Strong-Major,7.1 (MIG); 6.7 (BM); 6.7 (BM5);  Me = 6 (GC); 7 <=Ms<=7.8 (AMJA),6.80000000,NULL,NULL,NULL,NULL,C,"Ramla, Syria (?)",Baniyas [IL],35.61000000,33.24000000,1,1,"Large event heavily damaging Ramla and other cities in the center of Palestine. The main source is the letter of Salomon ben-Zemah (Ya'ari, 1943, 70-73). GC places the epicenter in Palestine while AM claims the event occurred in Syria. There are also reports of an associated tsunami (SAL2 and references therein) that may suggest an offshore epicenter. The 1034 Feb 17th is probably a belated aftershock. KLA implies of the ruptured Arava fault between 806-1044 and vaguely suggest an association. KKW correlated rock falls with this earthquake at the north of Galilee","Contemporary Sources: Salomon ben Zemah / Yehuda: Letter to Ephraim ben Shmaria
Secondary sources: al-Antaki, Dhayl,p.272; al-Suyuti, Kashf, p.32; al-'Ulaimi, al-Uns, p.270; Ibn al-Athir, al-Kamil, IX p.438; Ibn al-Jawzi, alMuntazam, VIII, pp.77; Ibn al-Jawzi, al-Muntazam, VIII, pp.77; Sawirus, Hist., II/2, p.182; Scyl., Synopsis, p.389",AM; GC; SAL; SAL2; AMJA; GII; FR; MIG; KAG; KLA; KKW,Historical,21,4
144,1063 Aug,1063.00000000,-,Moderate,MA,4,Strong,6.5-7 (MIG); 6.5 < M < 7 (MGS),6.70000000,NULL,NULL,NULL,NULL,C-N,Syrian littoral,East Mediterranean (A),34.12000000,34.07000000,0,1,The event struck the Lebanese coast from Antakya to Tyre. The source was probably offshore between the Lebanese coast and Cyprus (AM); ELI suggest a local fault close to the Lebanease shore,"Contemporary: Matth. Edess. 95–97
Secondary: Ibn al-Jawzi, al-Muntazam; Ibn al-Athir, al-Kamil; Ibn Kathir al-Bidaya",AM; GC; SAL; SDM; MGS; ELI; KAK; MIG; AMM,Historical & Paleoseimic/Archaeoseimic,6,3
148,1068 Mar 18,1068.00000000,-,High,MA,6,Major,6.9 (MIG); 6.6 - 7 (ZIL); 7.0 ? MS ? 7.8 (AMJA); 7 (BM); Me-8.1 (GC),7.30000000,NULL,NULL,NULL,NULL,S,Gulf of Elat,Aqaba,35.00000000,29.52000000,1,1,"Destructive event reported in several independent Arabic sources (AM; GC; KA). GC places the epicenter at 34.95° / 29.55° with I0 =IX and Me=8.1. ZIL attributes a magnitude of 6.6 – 7 according to a vertical displacement of 1 m.
The absence of information from Damascus and Aleppo to the north and the silence of contemporary Byzantine historians argue against the 18 March 1068 earthquake having had an epicentre near al-Ramla. It would seem therefore, that the account of the destruction of al-Ramla, which is well attested by several reliableArab chroniclers, must either be considered as an exaggeration, bringing it simply within the area of minor damage by a large earthquake to the south, which is not feasible, or accepted at face value, which would require a separate, locally damaging shock of a very much smaller magnitude than that of the March 1068 earthquake in its immediate vicinity.There is little doubt, therefore, that the May 1068 earthquake was a local event of relatively small magnitude in Palestine (AM). HNA correlated an evidence in Qasr Tilah. KLA implies of the ruptured Arava fault.","Contemporary Sources: ; Ibn al-Banna in Makdisi (1956), pp.239, 240-1, English translation pp.250-1; 
Secondary sources :Ibn al-Athir, al-Kamil, X, p.39; Ibn al-Jawzi, al-Muntazan, VIII, pp.248, 256; Ibn al-Qalanisi, Dhayl, p.94;",AM; GC; KA; SAL; SAL2; AMJA; HNA; KLA,Historical & Paleoseimic/Archaeoseimic,21,5
149,1068 May 29,1068.20000000,-,Moderate,S,3,Moderate-Strong,"6 (GC: Guidoboni & Comastri, 2005);",6.00000000,NULL,NULL,NULL,NULL,C,Ramla,Ramla,34.87000000,31.92000000,0,0,Probably follows the March event (see previous entry) but   not related to it.  The primary source for both is Ibn al-Banna who indeed mentions two dates: March 18th and   May 29th. All other sources are secondary and cite each other (GC; AM).,"Contemporary Sources: Ibn al-Banna in Makdisi (1956), pp.239, 240-1, English translation pp.250-1",AM; GC; SAL;,Historical,4,4
151,1086 Apr 18 – 1087 Apr 07,1086.00000000,2,Moderate,U,4,Strong,,NULL,NULL,NULL,NULL,NULL,N,"Antioch, Aleppo(?)",Antakya,36.16000000,36.20000000,0,0,AM: referenced vaguely by secondary sources without a solid finding of its occurrence. Could be duplicated from the 1091 event,"Near contemporary:  Michael the Syrian; Ibn al-Athir ( (1160-1233)
Secondary: Abul Feda (1273-1331); al-Suyuti; al-Umari; al-Qusi (19th century)",AM; GC;,Historical,4,3
153,1091 Sep 26,1091.20000000,-,High,MA,4,Strong,,NULL,NULL,NULL,NULL,NULL,N,Antioch,Antakya,36.16000000,36.20000000,0,0,Damage observed throughout Antakya (AM).,"Near Contemporary: Sawirus 179r/363; Ibn al-Qalanisi (c. 1070 – March 18, 1160); Matth. Eddss. 35/202; Michael the Syrian 
Secondary: Ajami 12b/8; al-Suyuti 67/22; Nicet. Ancyr. 271.1;  Sembat (7);  Ibn al-Dawadari (viii. Sub ann.); and Darrouz` es (1966, 38–53, 267).",AM; GC; SDM;,Historical,1,3
154,1094 Apr 20 - Jun 17,1094.00000000,1,Moderate,MA,1,Light,,NULL,NULL,NULL,NULL,NULL,C-N,Syria,Syria (A),37.03000000,34.93000000,0,1,"An earthquake was strongly felt in Syria, and was followed
by aftershocks night and day for up to two months, some of the tremors lasting for a considerable time. No damage is recorded, however. Reported by Arabic sources (AM; GC). Since Ibn al-
Qalanisi has a series of earthquakes, the disparity of date between the two authors probably indicates an earthquake in late April or early June AD 1094, followed by six weeks or two months of aftershocks.","Near contemporary: Ibn al-Qalansi 29/127
Secondary sources:Ibn al-Athir, Kamil x.200",AM; GC; SAL; SDM; GII,Historical,1,1
155,1097 Oct 13,1097.00000000,-,Moderate,S,1,Light,,4.50000000,NULL,NULL,NULL,NULL,N,Antioch (?),Antakya,36.16000000,36.20000000,0,0,"The reporting mid 12th century chronicle, the Latin Chronocon Malleacense, is quite reliable and probably based on primary sources living in the vicinity of Antakya (AM)",Near Contemporary: Chr. Max. Pict. Ad ann. 1097,AM;,Historical,1,0
156,1097 Dec 30,1097.20000000,-,High,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,N,Antioch,Antakya,36.16000000,36.20000000,0,0,Occurred during the Crusader’s siege of Antakya and reported by contemporary sources. There is no precise location of the earthquake or knowledge of how widely it was felt. The earthquake was not reported from Edessa and it is not mentioned in Arabic sources (AM).,"Contemporary: Raim.Agui. 245; Rad, 646; Fulch. I. xv. 16/95; Secondary: Estorie, 635; Historia Gotfridi 466;",AM; GC;,Historical,2,2
157,1098 Oct 5,1098.00000000,-,Moderate,S,1,Light,,NULL,NULL,NULL,NULL,NULL,N,Antioch,Antakya,36.16000000,36.20000000,0,0,AM: the Latin Chronocon Malleacense is the only reporting source,Near Contemporary: Chr. Max. Pict. Ad ann. 1097,AM;,Historical,1,0
159,1105 Dec 24 (evening),1105.00000000,-,High,S,1,Light,,NULL,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,1,"Felt event that was recorded by an eye witness (Fulcher of Chartres), accounted as reliable, and several creditable secondary sources. (AM). The event did not result in damage but was felt in Jerusalem. GC attribute an intensity of VI-VII (MCS scale) to the event.","Contemporary Sources: Fulk Chart., Hist., p.415; Bart. Nang., Ad gesta, p.542;
Secondary sources: Lis. Tours, Ad secund., p.567; Vinc. Beauv.,spe. Hist., p.1043a",AM; GC; KA; GII,Historical,2,1
159,1105 Dec 24 (evening),1105.00000000,-,High,S,1,Light,,NULL,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,1,"Felt event that was recorded by an eye witness (Fulcher of Chartres), accounted as reliable, and several creditable secondary sources. (AM). The event did not result in damage but was felt in Jerusalem. GC attribute an intensity of VI-VII (MCS scale) to the event.","Contemporary Sources: Fulk Chart., Hist., p.415; Bart. Nang., Ad gesta, p.542;
Secondary sources: Lis. Tours, Ad secund., p.567; Vinc. Beauv.,spe. Hist., p.1043a",AM; GC; KA; GII,Historical,2,1
160,1108 Sep,1108.00000000,-,Moderate,S,4,Strong,,NULL,NULL,NULL,NULL,NULL,N,Syria,Syria (A),37.03000000,34.93000000,0,0,"The event is reported by Michael the Syrian, 12th century writer. Given that he was the Jacobite Syrian patriarch, it may well have taken place in SyriaHe uses the phrase ‘violent’ and the collapse of ‘many important places’ (AM).",Near Contemporary: Mich. Syr. Xv.10/iii. 197,AM; GC;,Historical,1,3
161,1113 Jul 18,1113.00000000,-,High,MA,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,0,"In Jerusalem and the surrounding area an earthquake was felt, perhaps quite strongly, since it was feared that buildings would collapse.Based upon the testimony of Fulcher of Chartres, probably an eye witness (AM). An after shock in AD 1113 Aug 9.","Contemporary: Fulch., Gest. Franc. 50/208f",AM;,Historical,2,1
161,1113 Jul 18,1113.00000000,-,High,MA,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,0,"In Jerusalem and the surrounding area an earthquake was felt, perhaps quite strongly, since it was feared that buildings would collapse.Based upon the testimony of Fulcher of Chartres, probably an eye witness (AM). An after shock in AD 1113 Aug 9.","Contemporary: Fulch., Gest. Franc. 50/208f",AM;,Historical,2,1
167,1117 Jun 26,1117.00000000,-,High,S,2,Moderate,"5.5 (Light damage, personal jujdement)",5.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Jerusalem,35.23371042,31.77430227,0,1,"Based upon the testimony of Fulcher of Chartres, probably an eye witness (AM). Does not mention damage","Contemporary: Fulch. Gest.Franc.1xi/220; Bongars 754; 
Secondary: Abu’l-Faraj 281/248; Historia Hieorsolymitana",AM; KA; SAL; GII,Historical,2,3
167,1117 Jun 26,1117.00000000,-,High,S,2,Moderate,"5.5 (Light damage, personal jujdement)",5.50000000,NULL,NULL,NULL,NULL,C,Jerusalem,Tiberias - Southern Gate,29.75160000,33.67970000,0,1,"Based upon the testimony of Fulcher of Chartres, probably an eye witness (AM). Does not mention damage","Contemporary: Fulch. Gest.Franc.1xi/220; Bongars 754; 
Secondary: Abu’l-Faraj 281/248; Historia Hieorsolymitana",AM; KA; SAL; GII,Historical,2,3
173,1138 Oct 11,1138.00000000,-,High,MA,4,Strong,,NULL,NULL,NULL,NULL,NULL,N,Antharib,Atharib,36.81000000,36.13000000,0,1,Series of shocks from October 1138 until December 1138 (AM; GC). Main damage area in northern Syria,"Contemporary: Ibn al-Qalanisi 250/268, 253/270; Mich. Syr.xvi.9/iii. 250f Secondary: Kem. Al-Din, 679; Ab. Fed. RHC, i. 25; Chron 1234, 280, 406/ii.86-87; Ibn al-Shihna, a.H. 533; al-Suyuti 76/24;",AM; GC; SAL; SDM;,Historical,10,4
174,1139 Jun 21,1139.00000000,-,High,MA,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,1,"According to Ibn al-Qalanisi (c. 1070 – March 18, 1160) that might witnessed the event.",Contemporary: Ibn al-Qalanisi 251/269,AM; SDM; GII,Historical,1,2
176,1151 Sep 27,1151.00000000,-,Moderate,C,4,Strong,,NULL,NULL,NULL,NULL,NULL,C,Hauran,Hauran,36.49000000,32.75000000,0,1,"Based upon the testimony of Ibn al-Qalanisi. However, although contemporary, he probably cites events he heard and did not witnessed (AM; GC)",Contemporary: Ibn al-Qalanisi 325/317,AM; GC; SAL; SDM; GII,Historical,3,3
177,1152 Feb 3 (before dawn),1152.00000000,-,Moderate,C,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,1,Could be related to the events series described in the previous entry. GC places the event in Busra and Hauran while AM places the occurrence in Damascus (3 shocks),Contemporary: Ibn al-Qalanisi 327/318,AM; GC; SAL; GII,Historical,1,1
179,1156 Sep 27,1156.00000000,-,High,F,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,AM: reported by Ibn al-Qalanisi and also by al-Suyuti that draws from Abu-Shama (1203-1268). The two events are most likely foreshocks of the event in 1156 Oct 13,"Contemporary: Ibn al-Qalanisi
Secondary: al-Suyuti after Abu-Shama",AM; SAL; SDM;,Historical,1,2
180,1156 Oct 10  (night),1156.20000000,-,High,F,1,Light,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,AM: reported by Ibn al-Qalanisi and also by al-Suyuti that draws from Abu-Shama (1203-1268). The two events are most likely foreshocks of the event in 1156 Oct 13,"Contemporary: Ibn al-Qalanisi 
Secondary: al-Suyuti after Abu-Shama",AM; SDM,Historical,1,2
181,1156 Oct 13 (morning),1156.30000000,-,High,FMA,5,Strong-Major,,NULL,NULL,NULL,NULL,NULL,C-N,"Hama, Afamya, Aleppo",Hamma,36.75000000,35.13000000,0,0,The event damaged Aleppo and Hamah and was felt in Damascus,"Contemporary: Ibn al-Qalanisi; Greg.Pr.179;
Secondary: al-Suyuti",AM; GC; SAL; SDM;,Historical,4,3
182,1156 Oct 17,1156.40000000,-,High,A,1,Light,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,The series between Oct 17 and Nov 23 followed the Oct 13 event. They might aftershocks of the latter. There is no reports of damage although several of them where ‘strongly felt’ and thus attributed with S-M degree of damage. The reports of these events are based upon Ibn al-Qalanisi and al-Suyuti (following Abu-Shama).,"Contemporary: Ibn al-Qalanisi 
Secondary: al-Suyuti after Abu-Shama",AM; SDM;,Historical,1,1
183,1156 Oct 18,1156.50000000,-,High,A,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,The series between Oct 17 and Nov 23 followed the Oct 13 event. They might aftershocks of the latter. There is no reports of damage although several of them where ‘strongly felt’ and thus attributed with S-M degree of damage. The reports of these events are based upon Ibn al-Qalanisi and al-Suyuti (following Abu-Shama).,"Contemporary: Ibn al-Qalanisi 
Secondary: al-Suyuti after Abu-Shama",AM; SDM;,Historical,1,1
184,1156 Oct 20,1156.60000000,-,High,A,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,The series between Oct 17 and Nov 23 followed the Oct 13 event. They might aftershocks of the latter. There is no reports of damage although several of them where ‘strongly felt’ and thus attributed with S-M degree of damage. The reports of these events are based upon Ibn al-Qalanisi and al-Suyuti (following Abu-Shama).,"Contemporary: Ibn al-Qalanisi 
Secondary: al-Suyuti after Abu-Shama",AM; SDM;,Historical,1,1
185,1156 Oct 31 (night),1156.70000000,-,High,A,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,The series between Oct 17 and Nov 23 followed the Oct 13 event. They might aftershocks of the latter. There is no reports of damage although several of them where ‘strongly felt’ and thus attributed with S-M degree of damage. The reports of these events are based upon Ibn al-Qalanisi and al-Suyuti (following Abu-Shama).,"Contemporary: Ibn al-Qalanisi 
Secondary: al-Suyuti after Abu-Shama",AM; SDM;,Historical,1,1
186,1156 Nov 1 (early hours),1156.80000000,-,High,A,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,The series between Oct 17 and Nov 23 followed the Oct 13 event. They might aftershocks of the latter. There is no reports of damage although several of them where ‘strongly felt’ and thus attributed with S-M degree of damage. The reports of these events are based upon Ibn al-Qalanisi and al-Suyuti (following Abu-Shama).,"Contemporary: Ibn al-Qalanisi 
Secondary: al-Suyuti after Abu-Shama",AM; SDM;,Historical,1,1
187,1156 Nov 2,1156.90000000,-,High,A,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,The series between Oct 17 and Nov 23 followed the Oct 13 event. They might aftershocks of the latter. There is no reports of damage although several of them where ‘strongly felt’ and thus attributed with S-M degree of damage. The reports of these events are based upon Ibn al-Qalanisi and al-Suyuti (following Abu-Shama).,"Contemporary: Ibn al-Qalanisi 
Secondary: al-Suyuti after Abu-Shama",AM; SDM;,Historical,1,1
188,1156 Nov 7 (night),1156.92000000,-,High,A,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,The series between Oct 17 and Nov 23 followed the Oct 13 event. They might aftershocks of the latter. There is no reports of damage although several of them where ‘strongly felt’ and thus attributed with S-M degree of damage. The reports of these events are based upon Ibn al-Qalanisi and al-Suyuti (following Abu-Shama).,"Contemporary: Ibn al-Qalanisi 
Secondary: al-Suyuti after Abu-Shama",AM; SDM;,Historical,1,2
189,1156 Nov 18,1156.93000000,-,High,A,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,The series between Oct 17 and Nov 23 followed the Oct 13 event. They might aftershocks of the latter. There is no reports of damage although several of them where ‘strongly felt’ and thus attributed with S-M degree of damage. The reports of these events are based upon Ibn al-Qalanisi and al-Suyuti (following Abu-Shama).,"Contemporary: Ibn al-Qalanisi 
Secondary: al-Suyuti after Abu-Shama",AM; SDM;,Historical,1,2
190,1156 Nov 23 (midday),1156.94000000,-,High,A,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,The series between Oct 17 and Nov 23 followed the Oct 13 event. They might aftershocks of the latter. There is no reports of damage although several of them where ‘strongly felt’ and thus attributed with S-M degree of damage. The reports of these events are based upon Ibn al-Qalanisi and al-Suyuti (following Abu-Shama).,"Contemporary: Ibn al-Qalanisi 
Secondary: al-Suyuti after Abu-Shama",AM; SDM;,Historical,1,1
191,1156 Dec 8,1156.95000000,-,Moderate,C,4,Strong,,NULL,NULL,NULL,NULL,NULL,N,Aleppo,Damascus,36.29000000,33.51000000,0,0,A strong series of shocks causing damage in northern Syria (AM),"Contemporary: Ibn al-Qalanisi. 
Secondary: al-Suyuti",AM; GC; SAL; SDM;,Historical,4,4
192,1157 Apr 2 (after sunrize),1157.00000000,-,High,MA,4,Strong,,NULL,NULL,NULL,NULL,NULL,C-N,Hamah,Damascus,36.29000000,33.51000000,0,0,Damaging event followed by series of aftershocks (AM; GC),"Contemporary: Ibn al-Qalanisi. 
Secondary: al-Suyuti",AM; SAL; SDM;,Historical,6,3
193,1157 Apr 3,1157.20000000,-,High,A,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,"Probably an aftershock of April 2, 1157 event","Contemporary: Ibn al-Qalanisi. 
Secondary: al-Suyuti",AM; SDM;,Historical,1,1
194,1157 Apr 4,1157.30000000,-,High,A,1,Light,,4.50000000,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,"Probably an aftershock of April 2, 1157 event","Contemporary: Ibn al-Qalanisi. 
Secondary: al-Suyuti",AM; SDM;,Historical,1,1
195,1157 Jul 1,1157.40000000,-,High,F,1,Light,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,"Probably Foreshock of the July, 5 1157 event","Contemporary: Ibn al-Qalanisi. 
Secondary: al-Suyuti",AM; SDM;,Historical,1,1
196,1157 Jul 5,1157.50000000,-,High,FM,4,Strong,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,"Four shocks affecting Damascus and perhaps Homs, Apamea, Hamah and Aleppo.",Contemporary: Ibn al-Qalanisi.,AM; GC; SAL; SDM;,Historical,5,2
197,1157 Jul 13,1157.60000000,-,High,MA,4,Strong,,NULL,NULL,NULL,NULL,NULL,C-N,Shaizar,Shaizar,36.56000000,35.25000000,0,0,"MA: Destructive event followed by a single aftershock that damaged Homs, Hamah, Shaizar and Kafr-tab. Reported by Ibn al-Qalanisi and Abu-Shama. Could be part of the series of events culminated in August  12, 1157 (next entry)","Contemporary: Ibn al-Qalanisi. 
Secondary: al-Suyuti; Abu Shama",AM; SDM;,Historical,8,4
198,1157 Aug 12 (night),1157.70000000,-,Very High,FMA,6,Major,7-7.5 (MIG: Migowsky et al 2004); M > 7 (Ambraseys and Barazangi 1989); 7.3 (BM: Ben-Menahem 1991); 7 < M < 7.5 (MGS),7.20000000,NULL,NULL,NULL,NULL,N,Apamea,Apamea,36.39000000,35.41000000,0,1,"Very destructive event occurred in the north part of the DST. AM: It ends a period of over a year of foreshocks. Probably Occurred at the collision of the DST with the East Anatolian Fault with an epicentral near Apamea, Shaizar and Hama (AM). GC (relies on Ibn al-Jawzi) dates the event to occur between August 9th and September 7th.","Contemporary: Mich. Syr. xviii. 5/iii. 315f; Ibn al-Qalanisi Gibb 339; Ibn al-Qalanisi C 341–344; Ibn al-Jauzi, Munt. 10/176; Benj. Tud, 22/17; Rob. Tor. 194; i. 309; Ibn al-Athir, Kamil C 503–506/x. 144; Yaqut, Mu‘jam 3/353; Abu Shama, C 37–40, 84–85, 95; Kemal ad-Din, Zubdat, 2/306; 
Secondary: Chron. 1234, 440/ii. 117; Abu’l-Fida; Ibn Tagh. Bir, 508–509; al-Suyuti P 12r; B 30b. 81bis /27–28; Elisseeff (1967, 218, 219, 245, 373, 512–515); Berchem and Fatio (1913, 176, 182, 192); Guyard (1877 sub ann.); Ibn Jubayr. 246; Dussaud (1927, 266, 274); Neoph. 133/211; Usama, Kitab al-manazil, intro. p. 53; Diwan, vii. 276–282, 304–309; Chron. 813, 302; Ibn al-’Adim, Tarikh, ii. 306–307; Ibn Wasil, i. 128; Ibn Kathir, Nih. sub ann; Ibn al-Furat sub ann; al-‘Aini, Tarikh, BN MS Arabes 5761, 206a; al-Qalqashandi, Subh, i. 457; Sibt b. al-’Ajami, 8–9; al-’Umari, f. 75r/v; Matth. Edess., Chron. 490; Nicet. Chon., 78; Greg. Pr. 179",AM; GC; SAL; SAL2; AMJA; SDM; RAP; GII; MGS,Historical,31,5
199,1157 Aug (night) 13,1157.80000000,-,High,A,1,Light,,NULL,NULL,NULL,NULL,NULL,C-N,Shaizar,Shaizar,36.56000000,35.25000000,0,0,Probably an aftershock of the previous entry,"Contemporary: Ibn al-Qalanisi
Secondary: al-Suyuti, Abu-Shama",AM; SAL; SAL2; SDM;,Historical,1,4
200,1157 August 16 (night) - 19,1157.90000000,-,Moderate,A,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Damascus,Damascus,36.29000000,33.51000000,0,0,"Cluster of aftershocks, Probably aftershocks of the event of August 12","Contemporary: Ibn al-Qalanisi
Secondary: al-Suyuti; Abu Shama",AM; SAL; SAL2; SDM;,Historical,4,1
201,1157 Sep 6,1157.92000000,-,Moderate,S,2,Moderate,,NULL,NULL,NULL,NULL,NULL,C-N,Tayma,Tayma,36.75000000,32.84000000,0,0,Probably an aftershock of the event of August 12,"Contemporary: Ibn al-Qalanisi. 
Secondary: al-Suyuti",AM; SAL; SDM;,Historical,2,3
